graph_name,v,e
4388_e_091,1,1
614_e_025,1,1
5782_e_099,12,54
5353_e_099,4,11
651_e_025,5,12
5878_e_101,130,1208
1930_e_057,1,1
3811_e_083,2,4
3752_e_081,17,67
1187_e_039,11,69
1975_e_057,13,35
5090_e_097,7,24
2139_e_061,1,1
3854_e_083,2,4
3717_e_081,5,17
4547_e_091,3,7
549_e_023,7,19
4196_e_091,1,1
4696_e_093,18,123
6116_e_101,97,818
4502_e_091,2,4
6153_e_101,8,37
2952_e_071,20,71
5660_e_099,22,89
354_e_019,123,792
5625_e_099,3,7
2917_e_071,3,7
1412_e_049,54,394
289_e_017,1,1
5922_e_101,166,1182
5967_e_101,63,444
274_e_017,1,1
6217_e_101,5,14
4597_e_093,65,413
4297_e_091,15,46
2632_e_069,2,4
4905_e_093,28,173
6311_e_107,1,1
6252_e_101,6,22
2677_e_069,30,182
2982_e_073,105,793
5561_e_099,11,69
763_e_027,1,1
5524_e_099,11,68
726_e_027,1,1
2456_e_067,1,1
2215_e_063,5,15
2356_e_065,2,4
259_e_015,72,428
1459_e_051,1,1
1988_e_057,1,1
923_e_031,1,1
1387_e_049,104,587
2313_e_065,1,1
3316_e_077,12,41
2250_e_063,25,255
5028_e_097,4,13
4818_e_093,4,13
484_e_021,1,1
616_e_025,161,1012
1229_e_043,1,1
5780_e_099,7,30
5351_e_099,5,17
653_e_025,1,1
1569_e_053,16,87
4036_e_083,4,9
5170_e_097,2,4
1895_e_057,1,1
1067_e_039,4,12
1544_e_051,1,1
1793_e_055,3,6
3099_e_073,28,165
4073_e_083,3,6
5135_e_097,25,136
1501_e_051,12,39
77_e_009,1,1
3393_e_079,25,219
4933_e_097,7,33
4733_e_093,5,12
5439_e_099,4,11
4976_e_097,4,10
4776_e_093,47,262
2799_e_071,1,1
5813_e_099,3,6
5481_e_099,14,82
3064_e_073,37,195
2061_e_061,1,1
886_e_031,12,36
3949_e_083,1,1
1668_e_053,12,50
2024_e_061,7,24
1868_e_057,1,1
3021_e_073,4,11
5271_e_097,13,55
5887_e_101,4,11
830_e_029,1,1
1594_e_053,11,54
143_e_013,9,27
1800_e_055,5,15
5234_e_097,121,868
875_e_029,5,15
4332_e_091,1,1
1291_e_043,1,1
3443_e_079,7,19
1029_e_033,13,78
4377_e_091,1,1
3406_e_079,104,747
479_e_021,12,55
5738_e_099,57,334
3353_e_079,1,1
4422_e_091,1,1
6073_e_101,164,1216
4467_e_091,1,1
6036_e_101,25,137
1855_e_057,17,50
2019_e_061,1,1
116_e_011,1,1
1716_e_055,1,1
1655_e_053,10,51
3637_e_081,8,31
3974_e_083,4,9
3059_e_073,10,59
1610_e_053,7,19
1753_e_055,3,6
3672_e_081,3,6
3931_e_083,1,1
848_e_029,1,1
5209_e_097,104,799
3137_e_077,56,418
3172_e_077,25,151
5705_e_099,6,22
444_e_021,3,6
2837_e_071,1,1
1014_e_033,4,12
2872_e_071,5,14
5740_e_099,1,1
693_e_025,1,1
5391_e_099,19,64
3483_e_079,39,239
1251_e_043,1,1
2757_e_069,7,32
4860_e_093,15,60
4923_e_095,6,23
1214_e_043,2,4
5329_e_099,6,24
2712_e_069,1,1
4825_e_093,22,183
1554_e_053,6,24
5847_e_101,1,1
3573_e_081,31,216
183_e_013,2,4
311_e_017,3,6
2533_e_067,1,1
3236_e_077,164,1423
5108_e_097,6,27
3273_e_077,70,513
2576_e_067,1,1
3989_e_083,3,7
5404_e_099,5,14
5441_e_099,11,43
976_e_033,1,1
198_e_015,1,1
2403_e_065,1,1
2191_e_063,1,1
394_e_019,1,1
1309_e_043,1,1
5519_e_099,19,84
4656_e_093,10,33
589_e_023,1,1
4613_e_093,72,563
6193_e_101,217,1621
1102_e_039,1,1
4153_e_083,1,1
5015_e_097,5,19
221_e_015,11,36
3792_e_081,66,400
4116_e_083,1,1
5050_e_097,46,295
1147_e_039,1,1
1464_e_051,1,1
264_e_015,15,81
3894_e_083,3,6
2228_e_063,1,1
1499_e_051,1,1
2396_e_065,25,160
3869_e_083,1,1
2496_e_067,1,1
2104_e_061,25,111
1948_e_057,1,1
3101_e_073,1,1
2290_e_063,25,114
1347_e_049,41,280
2141_e_061,7,30
531_e_023,1,1
32_e_007,1,1
574_e_023,1,1
401_e_019,1,1
3526_e_079,107,708
4257_e_091,1,1
5618_e_099,3,6
369_e_019,3,6
4212_e_091,1,1
5314_e_097,19,95
1518_e_051,13,42
3212_e_077,97,581
2517_e_067,1,1
2085_e_061,1,1
3080_e_073,37,250
2552_e_067,1,1
3257_e_077,6,20
5169_e_097,1,1
2780_e_071,6,20
5420_e_099,3,6
5465_e_099,4,11
1275_e_043,1,1
5348_e_099,1,1
4844_e_093,13,61
5799_e_099,1,1
1230_e_043,1,1
4393_e_091,3,8
2736_e_069,1,1
4801_e_093,14,104
1570_e_053,4,10
5295_e_097,42,203
5863_e_101,1,1
335_e_017,5,17
1819_e_055,1,1
829_e_029,1,1
5268_e_097,10,35
3156_e_077,104,823
5721_e_099,1,1
2813_e_071,5,14
460_e_021,1,1
1030_e_033,1,1
425_e_021,24,101
2856_e_071,5,16
5764_e_099,16,79
1288_e_043,2,4
5498_e_099,5,16
3377_e_079,14,67
4406_e_091,1,1
6057_e_101,34,188
4443_e_091,1,1
4792_e_093,107,733
6012_e_101,5,18
4992_e_097,5,17
1871_e_057,4,10
1083_e_039,1,1
3038_e_073,5,18
5194_e_097,42,289
1732_e_055,1,1
1671_e_053,29,203
3613_e_081,20,121
3950_e_083,1,1
4097_e_083,1,1
2078_e_061,1,1
1834_e_057,1,1
1634_e_053,33,198
1777_e_055,1,1
3656_e_081,20,112
93_e_009,8,31
3915_e_083,5,12
3502_e_079,6,25
4273_e_091,1,1
4573_e_093,8,48
3547_e_079,35,196
4236_e_091,1,1
5679_e_099,9,46
2693_e_069,24,120
290_e_017,1,1
5983_e_101,6,29
5089_e_097,29,134
2120_e_061,1,1
3125_e_073,8,35
3808_e_083,1,1
1363_e_049,47,330
1929_e_057,1,1
2165_e_061,1,1
515_e_023,1,1
5585_e_099,6,14
787_e_027,1,1
16_e_007,1,1
550_e_023,3,6
4672_e_093,9,36
5578_e_099,3,6
4637_e_093,239,1775
1126_e_039,3,7
5031_e_097,10,40
1697_e_055,20,65
205_e_015,10,48
2249_e_063,44,304
5074_e_097,38,312
4132_e_083,1,1
1163_e_039,11,38
240_e_015,16,58
1440_e_051,1,1
952_e_033,1,1
5684_e_099,11,39
4181_e_089,7697,54561
6308_e_107,1,1
747_e_027,1,1
5545_e_099,4,12
590_e_023,2,4
5500_e_099,12,40
2231_e_063,7,25
2472_e_067,1,1
2372_e_065,3,7
5049_e_097,26,147
2337_e_065,1,1
907_e_031,24,117
2274_e_063,5,16
2437_e_067,1,1
3332_e_077,6,22
1438_e_051,1,1
238_e_015,1,1
2188_e_063,83,638
3_e_003,933,5709
5906_e_101,36,217
5943_e_101,43,321
6233_e_101,16,80
1310_e_043,3,6
2616_e_069,56,283
4921_e_093,139,1056
6276_e_101,22,123
2653_e_069,64,422
5644_e_099,5,18
1053_e_035,1,1
370_e_019,3,6
5601_e_099,45,260
2933_e_071,4,13
1991_e_061,22,94
992_e_033,1,1
2175_e_063,6,20
2158_e_061,8,29
1914_e_057,1,1
3835_e_083,1,1
2289_e_063,11,53
3776_e_081,6,23
1951_e_057,1,1
3118_e_073,178,1274
3870_e_083,6,16
1480_e_051,8,22
3733_e_081,7,29
4563_e_091,1,1
6132_e_101,232,1746
4526_e_091,1,1
528_e_023,2,4
6177_e_101,114,779
122_e_013,1,1
5255_e_097,54,299
814_e_029,1,1
167_e_013,14,81
3597_e_081,41,250
1824_e_055,10,38
5210_e_097,20,108
851_e_029,1,1
4316_e_091,1,1
5388_e_099,4,12
3467_e_079,13,103
5759_e_099,41,195
418_e_021,2,4
4884_e_093,24,176
6290_e_107,1,1
4353_e_091,1,1
3422_e_079,11,58
1048_e_033,1,1
5837_e_099,53,224
3928_e_083,1,1
1609_e_053,1,1
3040_e_073,3,7
2045_e_061,1,1
2592_e_067,1,1
3297_e_077,4,9
2000_e_061,5,14
3005_e_073,1,1
5154_e_097,128,967
4012_e_083,1,1
3990_e_083,6,20
5111_e_097,17,101
4057_e_083,1,1
1525_e_051,1,1
3696_e_081,1,1
53_e_009,8,27
5458_e_099,5,18
1326_e_047,1,1
4717_e_093,8,53
6097_e_101,10,33
4483_e_091,12,38
4952_e_097,13,92
4752_e_093,25,146
632_e_025,1,1
5330_e_099,1,1
4879_e_093,1,1
1199_e_041,1,1
2896_e_071,4,10
1248_e_043,1,1
5375_e_099,25,131
677_e_025,1,1
308_e_017,14,53
101_e_009,3,6
3196_e_077,84,605
5539_e_099,9,27
4676_e_093,46,313
4633_e_093,8,34
5035_e_097,19,157
1122_e_039,29,137
1693_e_055,1,1
201_e_015,5,17
1167_e_039,1,1
5070_e_097,1,1
4136_e_083,9,35
244_e_015,1,1
1444_e_051,3,6
2208_e_063,1,1
269_e_017,3,6
956_e_033,6,25
4185_e_089,1,1
5680_e_099,13,55
4918_e_093,12,40
3506_e_079,13,92
4577_e_093,2,4
4277_e_091,1,1
5638_e_099,23,98
3543_e_079,20,130
4232_e_091,7,26
2697_e_069,53,354
4178_e_089,1,1
294_e_017,8,24
5987_e_101,160,1300
3849_e_083,1,1
3121_e_073,258,2177
1968_e_057,1,1
2124_e_061,17,77
1367_e_049,20,76
2161_e_061,1,1
511_e_023,1,1
5581_e_099,20,90
783_e_027,3,6
12_e_007,1,1
554_e_023,1,1
868_e_029,1,1
5229_e_097,60,333
2612_e_067,3,7
1589_e_053,43,261
3152_e_077,3,6
464_e_021,1,1
2817_e_071,1,1
5725_e_099,5,13
5760_e_099,1,1
1034_e_033,3,7
2852_e_071,3,6
421_e_021,3,7
3373_e_079,17,99
4402_e_091,3,6
6053_e_101,10,47
3336_e_079,43,233
4447_e_091,1,1
4796_e_093,1,1
6016_e_101,30,179
2779_e_071,1,1
4996_e_097,3,7
2039_e_061,9,44
5190_e_097,87,652
1875_e_057,1,1
1087_e_039,1,1
1675_e_053,110,746
1736_e_055,1,1
3617_e_081,5,11
3954_e_083,3,6
1830_e_057,1,1
3079_e_073,1,1
4093_e_083,3,6
1773_e_055,1,1
1630_e_053,21,155
3652_e_081,1,1
97_e_009,1,1
3911_e_083,1,1
2513_e_067,1,1
3216_e_077,4,12
3084_e_073,286,2232
2081_e_061,1,1
5128_e_097,57,380
3253_e_077,14,80
2556_e_067,6,22
4168_e_085,1,1
1888_e_057,1,1
2784_e_071,2,4
5424_e_099,1,1
5461_e_099,14,84
1271_e_043,2,4
4840_e_093,1,1
1234_e_043,1,1
4397_e_091,2,4
2732_e_069,3,6
499_e_021,2,4
4805_e_093,88,678
1574_e_053,16,87
5291_e_097,8,43
5867_e_101,3,6
331_e_017,1,1
5150_e_097,8,29
4016_e_083,1,1
3994_e_083,3,7
5115_e_097,5,12
4053_e_083,1,1
3692_e_081,8,30
57_e_009,1,1
1521_e_051,1,1
4713_e_093,3,6
6093_e_101,63,553
4487_e_091,7,31
5419_e_099,1,1
4956_e_097,45,241
4756_e_093,11,58
4838_e_093,52,409
1209_e_043,1,1
5334_e_099,8,38
636_e_025,1,1
2892_e_071,2,4
673_e_025,1,1
5371_e_099,13,58
105_e_009,1,1
349_e_017,1,1
3192_e_077,13,79
126_e_013,1,1
5251_e_097,1,1
810_e_029,6,22
3593_e_081,29,185
163_e_013,45,218
1820_e_055,1,1
5214_e_097,10,47
855_e_029,1,1
4312_e_091,3,7
3463_e_079,148,1337
1009_e_033,8,31
4880_e_093,41,267
6294_e_107,1,1
4357_e_091,3,6
3426_e_079,1,1
5718_e_099,14,65
459_e_021,22,102
5833_e_099,7,23
2041_e_061,1,1
3044_e_073,4,14
3293_e_077,22,105
2596_e_067,1,1
3969_e_083,1,1
1648_e_053,19,136
3001_e_073,58,322
1848_e_057,3,6
2004_e_061,1,1
5640_e_099,9,35
501_e_021,13,43
2972_e_071,8,20
374_e_019,1,1
2937_e_071,4,11
5605_e_099,4,11
1995_e_061,1,1
996_e_033,1,1
5309_e_097,22,109
2171_e_063,5,17
1910_e_057,10,28
3831_e_083,1,1
3772_e_081,44,209
2119_e_061,2,4
1955_e_057,1,1
3874_e_083,4,11
3737_e_081,81,573
1484_e_051,1,1
569_e_023,2,4
6136_e_101,7,40
4522_e_091,8,34
6173_e_101,16,78
743_e_027,8,23
5541_e_099,30,160
594_e_023,3,6
5504_e_099,11,46
2376_e_065,15,56
3889_e_083,1,1
2235_e_063,1,1
2476_e_067,1,1
1479_e_051,1,1
2270_e_063,75,541
2433_e_067,1,1
2333_e_065,10,60
903_e_031,2,4
5008_e_097,31,230
5902_e_101,4,13
5947_e_101,1,1
6237_e_101,206,1992
1314_e_043,1,1
6272_e_101,4,12
389_e_019,36,239
2657_e_069,25,101
5817_e_099,8,24
5485_e_099,6,18
3908_e_083,10,29
1629_e_053,27,190
2065_e_061,24,91
1829_e_057,1,1
3060_e_073,15,86
3025_e_073,4,12
2020_e_061,1,1
5189_e_097,310,2219
5275_e_097,5,17
5883_e_101,17,100
1590_e_053,1,1
834_e_029,4,10
147_e_013,9,30
1804_e_055,1,1
5230_e_097,56,394
871_e_029,1,1
4336_e_091,1,1
3447_e_079,4,10
1295_e_043,1,1
438_e_021,9,25
5779_e_099,3,6
4373_e_091,1,1
3402_e_079,1,1
480_e_021,1,1
612_e_025,1,1
4859_e_093,6,25
5784_e_099,8,25
657_e_025,1,1
1268_e_043,1,1
5355_e_099,6,21
328_e_017,1,1
5288_e_097,8,38
1891_e_057,1,1
1063_e_039,4,9
4032_e_083,8,23
5174_e_097,4,10
1540_e_051,1,1
1797_e_055,1,1
4077_e_083,2,4
2098_e_061,1,1
5131_e_097,5,16
73_e_009,45,261
1505_e_051,1,1
5478_e_099,8,27
3397_e_079,16,66
4937_e_097,1,1
4737_e_093,5,18
4972_e_097,39,233
4772_e_093,4,9
5926_e_101,17,85
5963_e_101,20,149
270_e_017,1,1
4293_e_091,1,1
6213_e_101,1,1
4593_e_093,1,1
2636_e_069,41,217
4901_e_093,50,323
6256_e_101,16,123
6315_e_107,1,1
5699_e_099,26,168
2673_e_069,38,276
2986_e_073,91,603
5565_e_099,2,4
767_e_027,1,1
5520_e_099,32,187
722_e_027,790,6287
2352_e_065,33,193
2452_e_067,1,1
2211_e_063,1,1
5069_e_097,196,1247
2417_e_067,3,7
3312_e_077,15,75
2254_e_063,22,138
927_e_031,1,1
1383_e_049,79,578
2317_e_065,1,1
218_e_015,1,1
1934_e_057,2,4
3815_e_083,3,6
3756_e_081,14,54
5094_e_097,5,14
1183_e_039,2,4
1971_e_057,1,1
3850_e_083,1,1
3713_e_081,9,49
4543_e_091,1,1
4692_e_093,6,28
6112_e_101,52,321
4192_e_091,4,11
4506_e_091,9,38
5598_e_099,18,74
508_e_023,1,1
6157_e_101,71,552
5664_e_099,1,1
2956_e_071,29,117
2913_e_071,2,4
5621_e_099,31,126
1416_e_049,23,121
2492_e_067,1,1
2392_e_065,100,513
3105_e_073,26,205
2100_e_061,1,1
3828_e_083,1,1
1343_e_049,83,583
2294_e_063,106,687
2145_e_061,1,1
1909_e_057,1,1
535_e_023,1,1
36_e_007,1,1
570_e_023,1,1
405_e_019,9,32
3522_e_079,1,1
4253_e_091,1,1
4216_e_091,8,29
5659_e_099,2,4
5310_e_097,5,16
972_e_033,1,1
2407_e_065,25,91
2195_e_063,24,114
390_e_019,68,508
4652_e_093,149,902
5558_e_099,6,18
4617_e_093,69,418
6197_e_101,17,147
4157_e_083,4,10
5011_e_097,233,1691
1106_e_039,4,11
1425_e_051,1,1
225_e_015,21,108
2269_e_063,24,129
1143_e_039,8,26
4112_e_083,4,11
5054_e_097,142,912
1460_e_051,4,10
260_e_015,1,1
3890_e_083,3,6
1255_e_043,1,1
5368_e_099,1,1
3487_e_079,120,813
4927_e_095,1,1
2753_e_069,1,1
4864_e_093,1,1
1210_e_043,1,1
2716_e_069,96,585
4821_e_093,39,224
5_e_005,1,1
350_e_017,11,38
187_e_013,4,10
3577_e_081,15,75
315_e_017,1,1
1538_e_051,3,6
3232_e_077,55,323
2537_e_067,1,1
2572_e_067,1,1
3277_e_077,70,528
5149_e_097,5,14
5400_e_099,21,121
5445_e_099,32,230
3357_e_079,1,1
4426_e_091,1,1
6077_e_101,836,6495
4463_e_091,1,1
6032_e_101,5,18
3018_e_073,3,7
1851_e_057,8,22
1651_e_053,1,1
112_e_011,3444,13855
1712_e_055,1,1
3633_e_081,6,20
3970_e_083,1,1
2058_e_061,15,59
1757_e_055,1,1
1614_e_053,52,404
3676_e_081,93,610
3935_e_083,1,1
809_e_029,1,1
5248_e_097,15,54
3176_e_077,11,72
2833_e_071,17,73
440_e_021,1,1
5701_e_099,1,1
5744_e_099,6,26
1010_e_033,6,26
4899_e_093,262,2004
2876_e_071,3,6
5395_e_099,3,6
697_e_025,3,7
4650_e_093,113,834
758_e_027,1,1
4615_e_093,39,251
6195_e_101,173,1207
5013_e_097,26,168
4155_e_083,4,13
1104_e_039,1,1
3794_e_081,30,158
227_e_015,4,10
1427_e_051,1,1
918_e_031,1,1
2328_e_065,4,10
2428_e_067,5,12
1141_e_039,1,1
5056_e_097,1,1
4110_e_083,1,1
262_e_015,1,1
1462_e_051,1,1
3892_e_083,1,1
970_e_033,1,1
5919_e_101,65,448
2405_e_065,1,1
2197_e_063,65,396
392_e_019,4,10
6269_e_101,18,102
3520_e_079,40,230
4251_e_091,1,1
4214_e_091,1,1
2969_e_071,38,209
5312_e_097,1,1
2490_e_067,1,1
2390_e_065,1,1
3107_e_073,45,224
2102_e_061,4,10
3769_e_081,8,27
1341_e_049,1,1
2296_e_063,8,36
2147_e_061,9,34
6168_e_101,204,1724
537_e_023,1,1
34_e_007,1,1
4539_e_091,4,10
572_e_023,4,10
407_e_019,22,115
178_e_013,35,241
3588_e_081,31,162
3174_e_077,60,338
2831_e_071,15,75
442_e_021,66,377
5703_e_099,7,28
5746_e_099,68,363
1012_e_033,4,10
2874_e_071,1,1
5397_e_099,7,34
3478_e_079,8,26
695_e_025,1,1
4309_e_091,3,8
3355_e_079,97,673
4424_e_091,4,12
5828_e_099,47,311
6075_e_101,1,1
4461_e_091,2,4
6030_e_101,77,559
1853_e_057,1,1
1653_e_053,31,209
1710_e_055,1,1
3631_e_081,41,239
3972_e_083,1,1
3288_e_077,205,1454
1755_e_055,4,12
1616_e_053,3,7
3674_e_081,11,55
3937_e_083,8,28
3689_e_081,44,324
3230_e_077,4,11
2535_e_067,1,1
4048_e_083,1,1
2570_e_067,1,1
3275_e_077,16,77
5402_e_099,32,177
6088_e_101,542,4496
4708_e_093,226,1473
5447_e_099,7,26
1257_e_043,2,4
3485_e_079,109,608
668_e_025,4,9
4925_e_095,1,1
2751_e_069,25,103
2889_e_071,3,7
4866_e_093,159,1240
1212_e_043,4,10
2714_e_069,27,132
4823_e_093,109,853
3189_e_077,7,23
7_e_005,1,1
185_e_013,1,1
3575_e_081,197,1582
317_e_017,3,6
1061_e_039,3,6
1893_e_057,1,1
5176_e_097,29,148
4030_e_083,5,13
3248_e_077,15,68
1542_e_051,4,9
1795_e_055,4,8
5133_e_097,92,589
4075_e_083,1,1
2508_e_067,1,1
71_e_009,1,1
1507_e_051,16,73
3395_e_079,1,1
4935_e_097,25,142
4735_e_093,9,30
4970_e_097,9,41
4770_e_093,14,44
2729_e_069,10,51
482_e_021,5,14
610_e_025,1,1
5786_e_099,4,15
655_e_025,1,1
5357_e_099,84,526
3149_e_077,8,41
5881_e_101,2,4
5277_e_097,16,78
1592_e_053,103,853
836_e_029,1,1
145_e_013,5,13
2609_e_067,1,1
1806_e_055,1,1
5232_e_097,12,54
873_e_029,1,1
4334_e_091,1,1
3445_e_079,27,238
1297_e_043,9,32
2849_e_071,19,73
4371_e_091,2,4
3400_e_079,8,40
6048_e_101,62,478
5815_e_099,8,29
4419_e_091,1,1
5487_e_099,8,41
3368_e_079,4,10
3649_e_081,47,286
1768_e_055,9,21
2067_e_061,6,19
4088_e_083,1,1
3062_e_073,6,24
3027_e_073,1,1
2022_e_061,3,7
5666_e_099,5,11
2954_e_071,3,8
352_e_019,1,1
4229_e_091,1,1
3558_e_079,32,167
2911_e_071,1,1
5623_e_099,3,6
1414_e_049,12,51
1936_e_057,1,1
3817_e_083,8,25
3754_e_081,13,50
5096_e_097,9,36
1973_e_057,1,1
1181_e_039,1,1
1339_e_049,20,124
3852_e_083,1,1
3711_e_081,1,1
4541_e_091,1,1
4690_e_093,199,1333
6110_e_101,5,15
4190_e_091,1,1
4504_e_091,1,1
798_e_027,1,1
2979_e_073,95,644
6155_e_101,78,666
2984_e_073,1,1
4628_e_093,3,6
765_e_027,1,1
5567_e_099,11,49
720_e_027,1,1
5522_e_099,1,1
2350_e_065,15,65
2213_e_063,26,156
2450_e_067,1,1
2256_e_063,97,621
3310_e_077,10,49
2315_e_065,1,1
925_e_031,126,895
1381_e_049,11,40
1688_e_055,1,1
1139_e_039,8,29
5924_e_101,200,1413
5961_e_101,57,401
272_e_017,1,1
4291_e_091,1,1
6211_e_101,9,38
4591_e_093,191,1486
2634_e_069,81,591
4903_e_093,22,127
6254_e_101,14,61
6317_e_107,1,1
2671_e_069,18,74
6029_e_101,138,822
4478_e_091,1,1
5831_e_099,26,134
2043_e_061,12,50
3046_e_073,8,25
3291_e_077,11,71
2594_e_067,1,1
3628_e_081,41,241
1709_e_055,12,37
3003_e_073,34,193
2006_e_061,1,1
124_e_013,1,1
5253_e_097,158,1169
812_e_029,1,1
3591_e_081,1,1
161_e_013,1,1
1822_e_055,1,1
5216_e_097,14,67
857_e_029,2,4
4310_e_091,3,7
3461_e_079,30,223
4882_e_093,41,267
4355_e_091,4,10
6296_e_107,3,6
3424_e_079,23,140
2828_e_071,1,1
5336_e_099,15,60
634_e_025,1,1
2890_e_071,5,15
2748_e_069,4,10
671_e_025,1,1
5373_e_099,1,1
107_e_009,1,1
5858_e_101,42,225
3190_e_077,18,85
4014_e_083,1,1
5152_e_097,5,13
2569_e_067,1,1
3996_e_083,2,4
4051_e_083,1,1
5117_e_097,9,27
3229_e_077,3,7
3690_e_081,1,1
55_e_009,1,1
1523_e_051,2,4
4711_e_093,59,464
6091_e_101,103,876
4485_e_091,8,25
4954_e_097,1,1
4754_e_093,28,163
5900_e_101,1,1
969_e_033,1,1
5945_e_101,1,1
6235_e_101,47,448
1316_e_043,1,1
6270_e_101,7,29
2655_e_069,4,10
5543_e_099,1,1
741_e_027,1,1
596_e_023,1,1
4649_e_093,10,49
5506_e_099,7,38
2374_e_065,23,102
2474_e_067,1,1
2237_e_063,35,200
4109_e_083,5,15
1158_e_039,1,1
3334_e_077,85,615
2431_e_067,1,1
2272_e_063,10,44
901_e_031,1,1
2331_e_065,4,11
1912_e_057,1,1
1358_e_049,12,63
3833_e_083,5,15
3770_e_081,131,935
1957_e_057,14,38
3876_e_083,1,1
2389_e_065,2,4
2489_e_067,4,10
3735_e_081,33,158
1486_e_051,1,1
4565_e_091,3,6
6134_e_101,1,1
4520_e_091,4,11
6171_e_101,5,15
5642_e_099,4,11
503_e_021,2,4
2970_e_071,14,62
376_e_019,147,981
2935_e_071,4,10
5607_e_099,6,17
4248_e_091,1,1
1997_e_061,2,4
3539_e_079,12,55
994_e_033,1,1
2173_e_063,10,38
3708_e_081,1,1
3123_e_073,3,7
2126_e_061,1,1
1365_e_049,42,250
2163_e_061,9,27
513_e_023,1,1
781_e_027,1,1
5583_e_099,26,142
4189_e_091,1,1
6109_e_101,34,233
4689_e_093,528,3930
556_e_023,2,4
4558_e_091,1,1
3504_e_079,11,84
4575_e_093,18,142
4275_e_091,1,1
2908_e_071,17,57
3541_e_079,3,7
4230_e_091,4,12
2695_e_069,3,6
296_e_017,1,1
5985_e_101,43,307
5978_e_101,12,77
954_e_033,3,7
2668_e_069,26,150
5682_e_099,71,381
4588_e_093,46,259
6208_e_101,226,1920
4288_e_091,3,7
739_e_027,1,1
4674_e_093,65,492
4631_e_093,65,432
5037_e_097,26,164
1120_e_039,1,1
1691_e_055,1,1
203_e_015,1,1
1398_e_049,3,7
3309_e_077,3,6
1165_e_039,5,14
4134_e_083,4,12
5072_e_097,17,63
1446_e_051,1,1
246_e_015,5,13
2449_e_067,1,1
2349_e_065,1,1
1273_e_043,2,4
4842_e_093,59,420
609_e_025,3,6
1236_e_043,1,1
4395_e_091,1,1
2730_e_069,23,113
4807_e_093,1,1
1576_e_053,99,598
5865_e_101,4,10
5293_e_097,11,61
333_e_017,1,1
68_e_009,1,1
2511_e_067,347,1879
3214_e_077,40,244
3086_e_073,20,101
2083_e_061,1,1
3251_e_077,51,364
2554_e_067,12,39
4029_e_083,1,1
1078_e_039,1,1
2786_e_071,1,1
4769_e_093,131,1022
4969_e_097,142,976
5426_e_099,8,25
5463_e_099,1,1
3371_e_079,45,271
4400_e_091,1,1
6051_e_101,15,98
4445_e_091,1,1
4794_e_093,35,181
6014_e_101,7,32
4994_e_097,71,501
5192_e_097,16,77
1085_e_039,12,63
1877_e_057,8,25
1677_e_053,16,85
1734_e_055,1,1
3615_e_081,4,10
3956_e_083,7,23
899_e_031,1,1
1832_e_057,3,6
4091_e_083,1,1
1771_e_055,21,63
1632_e_053,38,229
3650_e_081,4,11
95_e_009,1,1
3913_e_083,5,16
2610_e_067,1,1
5898_e_101,69,452
3150_e_077,15,91
119_e_013,1,1
466_e_021,44,197
2815_e_071,1,1
5727_e_099,7,26
3419_e_079,4,11
4368_e_091,1,1
5762_e_099,4,11
1036_e_033,1,1
2850_e_071,25,124
423_e_021,1,1
